gluserid,First_Paid_Service,Todays Date,Tenurity_in_days,Mode,isdownloaded,company_name,query_execution_date,approved_products,mapped_mcats,turnover,gst,nob,state,total_bl_pur,last_3m_bl_pur,last_15_days_bl_pur,total_enq,last_3_month_enq,Total_enq_reply,reply_to_unique_sender,last_90_days_reply_to_unique_sender,last_3_month_irrelevent,bl_ni,total_tickets,deactivation_tickets,amount_paid_till_date,amount_paid_last_3_months,location_preference,MDC,Maxi,LSSS,PL,TS,Website,Zone
1158940,10-06-2011,01-10-2018,2670,Annual,1,Tuflite Polymers Limited,14-Aug-18,32,16,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Tamil Nadu,603,52,13,658,304,43,41,0,0,0,22,0,781515.21,109150,Global,No,No,No,No,Yes,No,4
1169443,11-05-2015,01-10-2018,1239,Annual,1,Suntec Energy Systems,14-Aug-18,94,24,Rs. 10 - 25 Crore,Y,Wholesale Distributor,Gujarat,1547,378,93,833,369,19,18,0,0,17,12,0,1156321.01,711835,India,No,No,Yes,No,No,No,3
1186955,13-01-2010,01-10-2018,3183,Annual,1,Mahaveer Trading Corporation,14-Aug-18,82,93,Rs. 2 - 5 Crore,Y,Manufacturer,West Bengal,2620,448,86,4697,1505,245,225,97,0,0,10,0,1807873.55,633796,India,No,No,Yes,No,No,No,4
1194533,20-05-2016,01-10-2018,864,Annual,1,Seth Engg. Works,14-Aug-18,22,14,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Uttar Pradesh,20,0,0,247,83,28,27,3,0,0,14,0,199819.2,93701,Global,No,No,No,No,Yes,No,1
1195195,08-02-2010,01-10-2018,3157,Annual,1,Sree Dhanam Automation Private Limited,14-Aug-18,174,70,Rs. 5 - 10 Crore,Y,Manufacturer,Tamil Nadu,1219,315,48,1794,830,942,853,259,48,4,21,0,2078613.71,0,India,No,No,Yes,No,No,No,1
1222393,29-06-2007,01-10-2018,4112,Annual,1,Mim Plastics,14-Aug-18,42,35,Rs. 10 - 25 Crore,Y,Wholesale Supplier,Delhi,58,3,0,333,128,3,3,0,0,0,5,0,465493.5,0,India,No,No,No,No,Yes,No,2
1223053,29-01-2018,01-10-2018,245,Annual,1,L.K. Electrical Agencies,14-Aug-18,55,55,Rs. 50 Lakh - 1 Crore,Y,Wholesale Supplier,Tamil Nadu,237,96,21,989,404,75,53,13,0,0,4,1,95511,95511,India,No,No,No,No,Yes,No,3
1227083,30-07-2011,01-10-2018,2620,Annual,1,Beta Power Controls,14-Aug-18,258,93,Rs. 5 - 10 Crore,Y,Manufacturer,Tamil Nadu,1628,194,53,5575,1901,95,80,1,0,0,13,0,2630275.97,1700204,Global,No,No,Yes,No,No,No,3
1230304,13-10-2008,01-10-2018,3640,Annual,1,Supreet Engineers Private Limited,14-Aug-18,39,48,Rs. 1 - 2 Crore,Y,Manufacturer,Maharashtra,1529,18,1,234,71,5,4,0,2,60,14,0,5562499,920400,India,No,No,Yes,No,No,No,2
1248557,01-06-2015,01-10-2018,1218,Annual,1,Rahul Enterprises,14-Aug-18,155,31,Rs. 5 - 10 Crore,Y,Wholesale Trader,Karnataka,63,5,1,481,166,25,20,3,0,0,3,0,449013.4,59000,Local,No,No,No,No,Yes,No,3
1260017,02-03-2009,01-10-2018,3500,Annual,1,K. P. M. International,14-Aug-18,23,20,Rs. 10 - 25 Crore,Y,Manufacturer,Haryana,59,1,0,998,138,17,15,1,0,0,8,0,2464767.02,1039875,India,No,No,Yes,No,No,No,3
1355927,16-08-2010,01-10-2018,2968,Annual,1,Totre Packaging,14-Aug-18,56,49,Rs. 2 - 5 Crore,Y,Manufacturer,Maharashtra,354,10,0,727,177,16,15,3,1,10,6,0,3209065.52,920400,Local,No,No,Yes,No,No,No,1
1362884,27-01-2012,01-10-2018,2439,Annual,1,Vikram Metals,14-Aug-18,115,106,Rs. 2 - 5 Crore,Y,Wholesale Trader,Maharashtra,359,13,2,158,47,50,47,0,0,0,5,0,307197.2,127150,India,Yes,No,No,No,No,No,1
1380927,25-07-2007,01-10-2018,4086,Annual,1,Vijay Engineering Works,14-Aug-18,54,59,Rs. 5 - 10 Crore,Y,OEM Manufacturer,Gujarat,250,0,0,1516,430,90,84,4,0,0,12,0,1885641.11,0,Foreign,No,No,No,No,Yes,No,3
1386232,01-07-2010,01-10-2018,3014,Annual,1,Gangajal R.O. Systems Private Limited,14-Aug-18,42,38,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Delhi,2674,464,99,1516,709,77,73,3,14,78,25,0,1273706.24,193166,Local,No,No,Yes,No,No,No,4
1388554,06-05-2015,01-10-2018,1244,Annual,1,V Mak Machinery Mfrs.,14-Aug-18,0,0,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Tamil Nadu,197,0,0,777,188,127,117,1,0,0,8,0,456369.35,59000,Global,No,Yes,No,No,Yes,No,4
1426973,10-08-2018,01-10-2018,52,Annual,1,Safe Water Systems,14-Aug-18,17,15,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Telangana,451,4,3,315,85,43,42,0,0,0,9,0,134459.4,56965,Local,Yes,No,No,No,No,No,4
1448487,08-06-2016,01-10-2018,845,Annual,1,Jaldoot Materials Handling Private Limited,14-Aug-18,30,39,Rs. 10 - 25 Crore,Y,Manufacturer,Maharashtra,319,28,0,513,213,103,94,26,0,0,16,0,1172370.6,247800,India,No,No,Yes,No,Yes,No,1
1459279,22-11-2011,01-10-2018,2505,Annual,1,RPM Tools Consulting,14-Aug-18,214,88,Rs. 1 - 2 Crore,Y,Service Provider,Tamil Nadu,4537,553,42,5775,2226,150,143,4,0,0,26,3,2338831.18,786541.18,Global,No,No,Yes,No,No,No,4
1459802,24-10-2014,01-10-2018,1438,Annual,1,Kings Dehydrated Foods Private Limited,14-Aug-18,29,31,Rs. 10 - 25 Crore,Y,Manufacturer,Gujarat,1139,131,7,927,450,149,114,14,0,0,15,0,909481.24,633681.24,Global,No,No,Yes,No,No,No,1
1478407,07-07-2010,01-10-2018,3008,Annual,1,Victory Exim,14-Aug-18,19,23,Rs. 50 Lakh - 1 Crore,Y,Exporter,Tamil Nadu,2,0,0,464,138,0,0,0,0,0,1,0,1404029.4,29500,India,Yes,No,No,No,No,No,3
1489394,15-07-2010,01-10-2018,3000,Annual,1,Fine Manufacturing Industries,14-Aug-18,50,48,Rs. 2 - 5 Crore,Y,Exporter,Maharashtra,3261,335,44,1129,527,3,3,0,0,0,7,0,1695552.39,123900,Global,No,No,Yes,No,No,No,4
1516933,28-05-2011,01-10-2018,2683,Annual,1,Shiva Garden Shop,14-Aug-18,253,148,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Delhi,682,0,0,1755,461,7,7,0,0,0,13,1,18132708.17,59000,India,No,Yes,No,No,No,No,2
1518214,10-05-2016,01-10-2018,874,Annual,1,Hi-tech Electricals,14-Aug-18,11,10,Rs. 10 - 25 Crore,Y,Wholesale Trader,Maharashtra,201,9,0,288,112,17,17,6,3,4,5,0,318000.01,84000,Local,No,No,No,No,Yes,No,4
1518992,23-03-2010,01-10-2018,3114,Annual,1,Pioneer Plast,14-Aug-18,42,49,Rs. 1 - 2 Crore,Y,Manufacturer,Uttar Pradesh,546,80,19,1030,448,27,22,5,0,7,19,0,3391225.71,464920,Global,No,No,Yes,No,No,No,4
1525753,23-07-2008,01-10-2018,3722,Annual,1,Shri Engineering Enterprises,14-Aug-18,46,53,Rs. 5 - 10 Crore,Y,Exporter,Maharashtra,5059,595,98,4958,1799,6,6,4,0,2,4,0,2549108.84,306800,Global,No,No,No,Yes,No,No,3
1528730,11-12-2009,01-10-2018,3216,Annual,1,Shree Jay Hanuman Contractors,14-Aug-18,42,31,Rs. 1 - 2 Crore,Y,Service Provider,Maharashtra,1045,152,37,516,190,10,10,2,0,0,9,0,975103.7,210894,India,No,No,No,No,Yes,No,3
1579294,13-03-2012,01-10-2018,2393,Annual,1,Globe Enterprises,14-Aug-18,123,92,Rs. 1 - 2 Crore,Y,Manufacturer,Uttar Pradesh,1143,105,17,311,80,480,437,114,10,25,14,0,2133374,637200,India,No,Yes,No,No,No,No,1
1635172,28-01-2011,01-10-2018,2803,Annual,1,Aarya Engineering,14-Aug-18,66,43,Rs. 1 - 2 Crore,Y,Manufacturer,Gujarat,2155,441,91,1283,567,607,535,323,0,41,31,0,432974.21,0,Global,No,No,Yes,No,No,No,2
1664938,14-04-2016,01-10-2018,900,Annual,1,Luxox Furniture Private Limited,14-Aug-18,341,89,Rs. 2 - 5 Crore,Y,Manufacturer,Delhi,1364,0,0,1542,335,74,71,0,0,0,23,1,2005785,920400,India,No,Yes,No,No,No,No,4
1679541,02-05-2016,01-10-2018,882,Annual,1,Star Royal Distributors,14-Aug-18,39,38,Rs. 25 - 50 Crore,Y,Wholesaler,Tamil Nadu,1,0,0,733,243,3,3,0,0,0,7,0,78500,29500,India,Yes,No,No,No,No,No,4
1689014,29-06-2015,01-10-2018,1190,Annual,1,Ganesh Tin Private Limited,14-Aug-18,10,11,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Gujarat,299,14,0,902,349,41,39,0,0,0,1,0,336000,0,India,No,No,No,No,Yes,No,2
1702579,15-04-2011,01-10-2018,2726,Annual,1,Rajshree Machinery Mfrs Private Limited,14-Aug-18,16,11,Rs. 10 - 25 Crore,Y,Manufacturer,Tamil Nadu,244,3,0,135,43,38,27,2,0,0,1,0,407205.01,109150,India,Yes,No,No,No,No,No,4
1713561,28-01-2013,01-10-2018,2072,Annual,1,Labtop Instruments Private Limited,14-Aug-18,125,64,Rs. 50 Lakh - 1 Crore,Y,Exporter,Maharashtra,684,66,7,453,150,1,1,0,0,0,18,2,1248904.13,237416,India,No,Yes,No,No,No,No,2
1736618,23-01-2017,01-10-2018,616,Annual,1,Jai Hanuman Engineering Industries,14-Aug-18,19,14,Rs. 1 - 2 Crore,Y,Manufacturer,Uttar Pradesh,349,70,11,1217,556,134,130,0,0,0,19,0,176930,111805,India,No,No,No,No,Yes,No,2
1743276,29-11-2013,01-10-2018,1767,Annual,1,Irrigation Products International Private Limited,14-Aug-18,139,62,Rs. 25 - 50 Crore,Y,Wholesale Distributor,Tamil Nadu,2283,296,20,5552,2430,472,381,11,3,3,24,0,2675954.98,1397089,India,No,No,Yes,No,No,No,1
1744103,31-07-2015,01-10-2018,1158,Annual,1,Goyel Chemical Corporation,14-Aug-18,24,12,Rs. 2 - 5 Crore,Y,Manufacturer,West Bengal,489,25,2,892,419,163,158,52,0,28,11,0,519655.2,123900,India,No,No,Yes,No,Yes,No,3
1745227,24-08-2013,01-10-2018,1864,Annual,1,Comrade Fabrics (Unit Of Anupam Synthetics Pvt. Ltd),14-Aug-18,100,25,Rs. 50 - 100 Crore,Y,Manufacturer,Delhi,105,4,2,552,187,2,2,0,0,0,2,0,191500.01,29500,India,No,No,No,No,Yes,No,1
1831645,10-09-2012,01-10-2018,2212,Annual,1,Virgo Polymers India Ltd,14-Aug-18,7,9,Rs. 25 - 50 Crore,Y,Manufacturer,Tamil Nadu,1113,24,24,198,63,44,40,0,0,0,7,0,710685.2,59000,Global,No,No,No,Yes,No,No,1
1831733,18-06-2014,01-10-2018,1566,Annual,1,Vortex Engineering Works India Private Limited,14-Aug-18,53,37,Rs. 2 - 5 Crore,Y,Manufacturer,Maharashtra,400,31,9,1015,449,13,10,4,0,0,4,0,1274318.2,637200,India,No,No,Yes,No,No,No,4
1849871,29-02-2016,01-10-2018,945,Annual,1,Par Techno-heat Private Limited,14-Aug-18,25,41,Rs. 25 - 50 Crore,Y,Manufacturer,Gujarat,1078,92,7,706,281,287,268,34,0,5,21,0,3158830.11,1181416,Global,No,No,No,Yes,No,No,2
1853714,06-07-2018,01-10-2018,87,Annual,1,B. M. Meters Private Limited,14-Aug-18,30,22,Rs. 10 - 25 Crore,Y,Manufacturer,Punjab,81,4,1,26,23,11,11,0,0,0,1,0,355044,29500,India,No,No,No,No,Yes,No,2
1862067,30-04-2010,01-10-2018,3076,Annual,1,Isotex Corporation Private Limited,14-Aug-18,1,3,Rs. 50 - 100 Crore,Y,Manufacturer,Gujarat,436,12,2,268,80,11,10,8,1,0,15,0,2754487.01,925466,Global,No,No,Yes,No,No,No,4
1862415,18-05-2015,01-10-2018,1232,Annual,1,Milestone Electronics Private Limited,14-Aug-18,78,36,Rs. 2 - 5 Crore,Y,Manufacturer,Maharashtra,855,119,19,1098,411,44,34,25,3,225,15,0,1067346,469050,India,No,No,Yes,No,No,No,4
1899515,21-08-2012,01-10-2018,2232,Annual,1,Tesca Technologies Private Limited,14-Aug-18,400,336,Rs. 2 - 5 Crore,Y,Manufacturer,Rajasthan,2755,465,127,4032,1989,12238,10789,2412,0,0,29,0,2986708.7,2044350,Global,No,No,Yes,No,No,No,2
1920805,21-04-2015,01-10-2018,1259,Annual,1,Acme Enterprises (Unit Of Aempl),14-Aug-18,93,89,Rs. 50 - 100 Crore,Y,Manufacturer,Rajasthan,2363,261,46,1883,1030,1349,1274,246,0,0,24,0,447182.4,72216,India,No,No,No,No,Yes,No,2
1925539,20-07-2012,01-10-2018,2264,Annual,1,Saptrangi,14-Aug-18,398,115,Rs. 50 Lakh - 1 Crore,N,Manufacturer,Gujarat,3864,529,39,5709,1833,1744,1607,286,0,0,4,0,1722648,920400,Global,No,No,Yes,No,No,No,4
1931080,01-05-2015,01-10-2018,1249,Monthly,0,Excelencia Industries,14-Aug-18,101,86,Rs. 25 - 50 Crore,Y,Manufacturer,Maharashtra,1149,168,50,982,421,52,49,1,0,0,11,0,100250,14000,India,Yes,No,Yes,No,No,No,4
1938878,20-03-2015,01-10-2018,1291,Annual,1,Shresh Manufactures,14-Aug-18,345,39,Rs. 2 - 5 Crore,Y,Manufacturer,Gujarat,314,15,0,766,335,128,116,6,0,0,2,0,1091197.5,460200,India,No,No,No,No,Yes,No,1
1946149,21-05-2010,01-10-2018,3055,Annual,1,Manasrekha Enterprises,14-Aug-18,258,96,Rs. 2 - 5 Crore,Y,Wholesaler,Maharashtra,541,31,6,898,570,177,158,8,0,1,5,0,788960.29,79650,Local,No,No,No,No,Yes,No,2
1950370,08-03-2014,01-10-2018,1668,Annual,1,Lakshmi Corporations,14-Aug-18,241,203,Rs. 2 - 5 Crore,Y,Wholesale Trader,Tamil Nadu,1317,236,28,6327,2388,32,32,0,45,0,11,0,1014084.92,177000,Local,No,No,Yes,No,No,No,3
1962608,06-05-2016,01-10-2018,878,Annual,1,Perfect System,14-Aug-18,28,20,Rs. 1 - 2 Crore,Y,Exporter,Maharashtra,150,11,0,659,205,104,79,0,0,0,10,0,218916.01,29500,Foreign,Yes,No,No,No,No,No,4
1965892,13-01-2014,01-10-2018,1722,Annual,1,Maimoon Fashion Accessories Pvt. Ltd.,14-Aug-18,302,31,Rs. 2 - 5 Crore,Y,Manufacturer,Maharashtra,78,0,0,120,37,110,87,0,0,0,11,0,2562067.01,1038400,India,No,No,Yes,Yes,No,No,1
1969587,19-04-2006,01-10-2018,4548,Annual,1,Ac Tech Control Systems Private Limited,14-Aug-18,113,26,Rs. 10 - 25 Crore,Y,Manufacturer,Gujarat,298,0,0,429,147,7,7,0,0,0,10,0,709132.55,59000,India,No,Yes,No,No,Yes,No,3
1970772,10-04-2018,01-10-2018,174,Annual,1,Kaapi Machines India Private Limited,14-Aug-18,48,42,Rs. 10 - 25 Crore,Y,Wholesaler,Karnataka,333,252,23,1497,1191,4,4,0,99,14,13,0,5119762,5119762,India,No,No,No,Yes,No,No,4
1973504,06-06-2017,01-10-2018,482,Annual,1,NGX Technologies Pvt. Ltd.,14-Aug-18,28,20,Upto Rs. 50 Lakh,Y,OEM Manufacturer,Karnataka,3791,332,0,3201,1154,3,3,1,0,0,13,0,1605161.01,306800,Global,No,Yes,Yes,No,Yes,No,3
2008912,07-05-2011,01-10-2018,2704,Annual,1,Nuteck Power Solutions Private Limited,14-Aug-18,29,27,Rs. 5 - 10 Crore,Y,Manufacturer,Maharashtra,2324,409,41,1829,888,59,54,5,109,187,30,0,3857273.41,1339300,India,No,No,Yes,No,No,No,3
2013076,03-07-2014,01-10-2018,1551,Annual,1,Adithya International Inc.,14-Aug-18,24,20,Rs. 1 - 2 Crore,Y,Wholesale Trader,Telangana,476,41,0,1086,353,89,79,31,0,0,3,0,530269.56,59000,India,No,Yes,No,No,Yes,No,3
2035123,31-05-2016,01-10-2018,853,Annual,1,Jai Roop Narrow Fabrics,14-Aug-18,171,23,Rs. 5 - 10 Crore,Y,Manufacturer,Haryana,814,42,0,681,279,58,55,0,0,0,5,0,437068,0,India,No,No,No,No,Yes,No,2
2048546,07-01-2014,01-10-2018,1728,Annual,1,H R Solutions,14-Aug-18,37,34,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Delhi,195,21,7,349,153,29,25,11,0,0,7,0,228236.01,59000,Local,No,No,No,No,Yes,No,2
2088446,31-08-2011,01-10-2018,2588,Annual,1,Bharatiya Plastic Products,14-Aug-18,264,109,Rs. 10 - 25 Crore,Y,Manufacturer,Maharashtra,589,0,0,2231,555,1930,1546,0,0,0,13,0,1970181,0,India,No,No,Yes,No,No,No,2
2100826,21-01-2011,01-10-2018,2810,Annual,1,Alumak,14-Aug-18,45,41,Rs. 50 - 100 Crore,Y,Manufacturer,Maharashtra,512,32,1,456,101,141,81,7,0,1,16,0,1387467.11,162316,Local,No,Yes,No,No,No,No,1
2122306,17-07-2014,01-10-2018,1537,Annual,1,BDS Hydro Treat Consultants Private Limited,14-Aug-18,99,98,Rs. 1 - 2 Crore,Y,Manufacturer,Delhi,3667,348,25,3199,1221,9138,8502,1257,5,1,28,0,2306722.1,0,Global,No,No,No,No,Yes,No,2
2123218,22-03-2012,01-10-2018,2384,Annual,1,United Biotech Private Limited,14-Aug-18,182,117,Rs. 100 - 500 Crore,Y,Manufacturer,Delhi,5230,156,3,3763,1517,3,3,0,0,0,21,0,3353517.6,1185900,Global,No,No,Yes,No,No,No,2
2124717,17-12-2010,01-10-2018,2845,Annual,1,The Poona Concrete Products Co.,14-Aug-18,14,10,Rs. 2 - 5 Crore,Y,Manufacturer,Maharashtra,171,2,0,334,74,2,2,0,0,0,2,0,380977.01,79650,Local,Yes,No,No,No,No,No,1
2142515,09-04-2016,01-10-2018,905,Annual,1,Flameproof Instrumentation,14-Aug-18,27,29,Rs. 1 - 2 Crore,Y,Manufacturer,Maharashtra,511,0,0,670,196,14,14,0,0,0,10,0,216750,0,India,No,No,No,No,Yes,No,3
2153226,11-09-2015,01-10-2018,1116,Annual,1,Ganit Star Engineering,14-Aug-18,88,23,Rs. 10 - 25 Crore,Y,Manufacturer,Madhya Pradesh,2329,359,14,1192,502,1017,984,286,0,0,18,1,1070434.2,264900,India,No,No,Yes,No,Yes,No,3
2157155,20-07-2015,01-10-2018,1169,Annual,1,Dream Kitchens India,14-Aug-18,187,239,Rs. 5 - 10 Crore,Y,Exporter,Delhi,526,13,0,3739,1337,103,98,0,0,0,46,0,2868605.07,1534000,Foreign,No,No,Yes,No,No,No,4
2164939,09-05-2014,01-10-2018,1606,Annual,1,Aditya Synthetic,14-Aug-18,82,23,Rs. 5 - 10 Crore,Y,Manufacturer,Gujarat,137,3,0,34,19,4,4,0,0,0,0,0,738317.41,0,Foreign,No,No,No,No,Yes,No,2
2168969,18-08-2015,01-10-2018,1140,Annual,1,Define Healthcare Limited,14-Aug-18,289,19,Rs. 25 - 50 Crore,Y,Importer,Delhi,2094,226,47,1076,562,212,195,3,0,1,28,0,1116378.97,143309.82,India,No,No,Yes,No,Yes,No,2
2179926,26-06-2015,01-10-2018,1193,Annual,1,Power Beam Technology,14-Aug-18,86,33,Rs. 50 - 100 Crore,Y,Service Provider,Maharashtra,791,118,19,622,257,415,386,54,68,16,20,2,813034,0,Local,No,No,Yes,No,No,No,1
2209508,07-06-2014,01-10-2018,1577,Annual,1,Powercom Systems,14-Aug-18,36,20,Rs. 2 - 5 Crore,Y,Manufacturer,Delhi,375,8,7,108,40,1,1,0,0,0,1,0,480224.8,29500,India,Yes,No,No,No,No,No,2
2220962,15-12-2010,01-10-2018,2847,Annual,1,Benzer Multitech India Private Limited,14-Aug-18,91,110,Rs. 10 - 25 Crore,Y,Exporter,Maharashtra,4677,541,45,4515,1879,273,243,4,0,17,78,0,4305109.72,381966,Global,No,No,Yes,No,No,No,2
2232573,28-04-2014,01-10-2018,1617,Annual,1,B D D Chemicals,14-Aug-18,6,5,Rs. 2 - 5 Crore,Y,Manufacturer,West Bengal,37,0,0,38,12,16,11,0,0,0,0,0,354638.51,29500,Local,Yes,No,No,No,No,No,1
2235895,18-02-2017,01-10-2018,590,Annual,1,Macgray Solution Private Limited,14-Aug-18,125,41,Rs. 2 - 5 Crore,Y,Wholesaler,Gujarat,1914,682,123,3024,1690,1960,1825,330,0,192,29,0,774075.02,247800,Local,No,No,Yes,No,No,No,1
2243161,30-08-2007,01-10-2018,4050,Annual,1,Vihar Engineering,14-Aug-18,70,77,Rs. 1 - 2 Crore,Y,Manufacturer,Maharashtra,2927,555,93,2246,853,3,3,3,0,0,24,0,6318761.76,1295511.1,Global,No,No,Yes,No,No,No,3
2255123,06-07-2011,01-10-2018,2644,Annual,1,Hi- Tech Combustion,14-Aug-18,147,100,Rs. 50 Lakh - 1 Crore,Y,Exporter,Gujarat,905,181,8,2089,970,322,294,28,0,0,17,0,918386.72,386155,India,No,No,Yes,No,No,No,3
2267852,16-05-2015,01-10-2018,1234,Annual,1,Diamond Manufacturing & Trading Co.,14-Aug-18,40,17,Rs. 2 - 5 Crore,Y,Manufacturer,Karnataka,495,50,0,418,173,110,107,3,1,7,6,0,624622.01,177000,India,No,Yes,No,No,No,No,3
2278401,07-06-2014,01-10-2018,1577,Annual,1,Nandi Tarpaulin Industries,14-Aug-18,72,78,Rs. 5 - 10 Crore,Y,Manufacturer,Karnataka,990,100,29,2813,1195,1002,968,107,0,0,2,0,270750,132750,Local,No,No,No,No,Yes,No,1
2370300,17-10-2014,01-10-2018,1445,Annual,1,KC Green Revolution Private Limited,14-Aug-18,482,77,Rs. 10 - 25 Crore,Y,Manufacturer,Delhi,694,361,63,2850,1212,495,450,168,4,39,32,0,2691400,1416000,Global,No,No,Yes,Yes,No,No,3
2388017,21-04-2010,01-10-2018,3085,Annual,1,Evapodry Manufacturing Company,14-Aug-18,38,43,Rs. 50 - 100 Crore,Y,Manufacturer,Uttarakhand,56,25,5,2066,582,69,50,47,0,0,7,0,3003321.97,0,India,No,No,Yes,No,No,No,4
2392454,12-07-2018,01-10-2018,81,Annual,1,Emerick Automation India Private Limited,14-Aug-18,38,38,Rs. 5 - 10 Crore,Y,Manufacturer,Tamil Nadu,579,36,4,919,325,184,161,40,0,0,10,0,406786,233050,India,No,No,No,No,Yes,No,3
2404486,15-05-2015,01-10-2018,1235,Annual,1,B & B Machines,14-Aug-18,84,53,Rs. 50 Lakh - 1 Crore,Y,Exporter,Tamil Nadu,517,42,0,2400,829,272,268,26,0,0,3,0,1203951.25,731475,India,No,No,Yes,No,No,No,2
2406318,27-06-2017,01-10-2018,461,Annual,1,TCQ TEXPORT PVT. LTD.,14-Aug-18,25,4,Rs. 1 - 2 Crore,Y,Exporter,Delhi,8,0,0,37,16,10,10,1,0,0,2,0,240000,0,Local,No,No,No,No,Yes,No,4
2407817,02-11-2016,01-10-2018,698,Annual,1,Natraj Plastic Machinery,14-Aug-18,18,17,Rs. 1 - 2 Crore,Y,Manufacturer,Gujarat,132,6,6,798,107,8,8,1,0,0,16,0,1704164.39,872400,Global,No,Yes,No,No,Yes,No,4
2435733,31-08-2010,01-10-2018,2953,Annual,1,United Transformers,14-Aug-18,47,32,Rs. 2 - 5 Crore,Y,Manufacturer,Rajasthan,1795,276,70,1060,521,38,36,1,0,0,7,0,1076801.61,460200,India,No,No,Yes,No,No,No,2
2440545,02-02-2011,01-10-2018,2798,Annual,1,Nandini Marketings Private Limited,14-Aug-18,47,42,Rs. 10 - 25 Crore,Y,Exporter,Madhya Pradesh,2796,358,114,2780,1303,93,88,2,0,0,12,0,8714596.16,4913988,India,No,No,Yes,No,No,No,4
2441462,09-06-2014,01-10-2018,1575,Annual,1,Bhakti Incense Cones Pvt. Ltd.,14-Aug-18,32,4,Rs. 1 - 2 Crore,Y,Exporter,Delhi,202,6,0,379,183,0,0,0,0,0,3,0,597236.01,177000,India,No,Yes,No,No,Yes,No,2
2455091,31-12-2012,01-10-2018,2100,Annual,1,Vijay Industries,14-Aug-18,23,14,Upto Rs. 50 Lakh,Y,Manufacturer,Gujarat,210,1,0,753,152,11,10,0,0,0,6,0,1169627.63,321000,India,No,Yes,No,No,Yes,No,4
2495254,04-09-2010,01-10-2018,2949,Annual,1,Pneumsys Advance Energy Solutions,14-Aug-18,265,148,Rs. 10 - 25 Crore,Y,Manufacturer,Maharashtra,915,157,47,1937,811,162,151,2,2,3,45,0,2106738.72,592950,India,No,No,Yes,No,No,No,4
2516695,28-10-2010,01-10-2018,2895,Annual,1,Maa Agencies,14-Aug-18,25,47,Rs. 10 - 25 Crore,Y,Manufacturer,Tamil Nadu,2575,353,0,6194,3424,904,418,67,0,0,24,0,1561940.78,798100,Global,No,Yes,Yes,No,Yes,No,1
2527597,01-11-2010,01-10-2018,2891,Annual,1,Cosmos Construction Machineries & Equipments Private Limited,14-Aug-18,161,184,Rs. 10 - 25 Crore,Y,Manufacturer,Maharashtra,2035,499,72,3489,1552,408,396,155,1,187,15,0,1899801.6,920400,Local,No,No,Yes,No,No,No,3
2534231,17-06-2017,01-10-2018,471,Annual,1,Paras Industries,14-Aug-18,18,14,Upto Rs. 50 Lakh,Y,Manufacturer,Delhi,145,7,2,205,72,3,3,0,0,0,2,0,313171,0,Local,No,No,No,No,Yes,No,1
2544266,22-10-2013,01-10-2018,1805,Annual,1,Elite Industries,14-Aug-18,64,44,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Tamil Nadu,264,79,4,337,194,4,4,1,0,0,11,0,1318460.24,637200,Local,No,No,Yes,No,Yes,No,2
2555035,01-07-2011,01-10-2018,2649,Annual,1,J. K. R. Engineering Industries,14-Aug-18,61,61,Rs. 10 - 25 Crore,Y,Manufacturer,Tamil Nadu,2416,558,130,2018,972,532,495,406,4,0,18,0,2236095.14,669650,India,No,No,No,Yes,No,No,2
2578000,16-08-2012,01-10-2018,2237,Annual,1,Apidor Abrasive Products Private Limited,14-Aug-18,16,11,Rs. 10 - 25 Crore,Y,Manufacturer,Maharashtra,1199,89,35,1209,465,90,90,28,0,0,4,0,683520,0,India,No,No,Yes,No,No,No,3
2644236,04-11-2011,01-10-2018,2523,Annual,1,Shree Technologies,14-Aug-18,547,105,Rs. 10 - 25 Crore,Y,Wholesale Distributor,Maharashtra,814,74,43,9474,3915,12,11,4,0,0,29,0,3534510.23,1535030,India,No,No,No,Yes,No,No,2
2661054,28-10-2010,01-10-2018,2895,Annual,1,Printed Electronics Private Limited,14-Aug-18,127,30,Rs. 10 - 25 Crore,Y,Manufacturer,West Bengal,881,13,3,1061,384,216,127,8,0,0,11,1,726065.57,354983.42,India,No,No,Yes,No,No,No,4
2671057,17-08-2015,01-10-2018,1141,Annual,1,Axis Fire Protection,14-Aug-18,65,87,Rs. 2 - 5 Crore,Y,Manufacturer,Haryana,155,1,0,552,235,34,33,3,0,0,5,0,1801871.44,0,India,No,No,Yes,No,No,No,1
2672212,31-05-2017,01-10-2018,488,Annual,1,Ridhi Sidhi Sequins,14-Aug-18,67,29,Rs. 1 - 2 Crore,Y,Manufacturer,Delhi,16,2,2,267,115,0,0,0,0,0,2,0,93105,29500,India,Yes,No,No,No,No,No,1
