gluserid,First_Paid_Service,Todays Date,Tenurity_in_days,Mode,isdownloaded,company_name,query_execution_date,approved_products,mapped_mcats,turnover,gst,nob,state,total_bl_pur,last_3m_bl_pur,last_15_days_bl_pur,total_enq,last_3_month_enq,Total_enq_reply,reply_to_unique_sender,last_90_days_reply_to_unique_sender,last_3_month_irrelevent,bl_ni,total_tickets,deactivation_tickets,amount_paid_till_date,amount_paid_last_3_months,location_preference,MDC,Maxi,LSSS,PL,TS,Website,Zone
2672244,09-06-2011,01-10-2018,2671,Annual,0,Infosols Econsultants India Private Limited,17-Nov-70,34,45,Rs. 10 - 25 Crore,Y,Wholesale Trader,Delhi,27,1,0,308,105,1,1,1,0,0,7,0,698474.01,0,Local,Yes,No,Yes,No,Yes,No,1
2672673,31-03-2016,01-10-2018,914,Annual,0,Exotic Elements,19-Nov-70,22,12,Upto Rs. 50 Lakh,Y,Manufacturer,Maharashtra,314,54,11,399,158,180,177,46,0,0,7,0,145625,109150,Global,Yes,No,No,No,Yes,No,4
2672766,31-08-2011,01-10-2018,2588,Annual,0,Bright India Corp. Private Limited,20-Nov-70,146,131,Rs. 10 - 25 Crore,Y,Exporter,Punjab,721,26,12,867,284,4464,3778,28,0,0,7,0,585269.98,151992,Foreign,No,Yes,No,No,Yes,No,1
2673322,09-11-2010,01-10-2018,2883,Annual,0,S. M. Rocks & Stones Private Limited,22-Nov-70,12,11,Rs. 1 - 2 Crore,Y,Manufacturer,Karnataka,58,0,0,101,34,92,84,0,0,0,3,0,238958.5,0,India,Yes,No,No,No,Yes,No,3
2673544,31-05-2011,01-10-2018,2680,Annual,0,Jayceeyel Enterprises,25-Nov-70,83,56,Rs. 1 - 2 Crore,Y,Manufacturer,Tamil Nadu,362,122,11,1726,805,19,9,3,0,0,2,0,1424051.01,0,India,No,Yes,Yes,No,No,No,2
2673668,02-06-2011,01-10-2018,2678,Annual,0,Mouldwell Compound Industries,28-Nov-70,11,10,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Delhi,715,85,15,512,288,2,2,0,0,0,3,0,201847.85,27609.64,India,Yes,No,No,No,No,No,4
2673754,18-01-2011,01-10-2018,2813,Annual,0,Addison Cable Pvt. Ltd.,29-Nov-70,56,41,Rs. 5 - 10 Crore,Y,Manufacturer,Gujarat,636,200,33,1620,952,29,25,2,0,0,5,0,331503.5,70328,India,Yes,No,No,No,Yes,No,1
2673800,17-12-2013,01-10-2018,1749,Annual,0,Navkar Ispat,30-Nov-70,31,30,Rs. 10 - 25 Crore,Y,Manufacturer,Maharashtra,379,4,0,958,322,33,29,2,0,0,4,0,655311.2,0,India,No,Yes,Yes,No,Yes,No,1
2674612,14-08-2018,01-10-2018,48,Annual,0,The Murarka Paint Varnish Works Limited,01-Dec-70,26,9,Rs. 2 - 5 Crore,Y,Manufacturer,West Bengal,1,1,1,41,21,7,5,5,1,60,1,0,29500,29500,Local,Yes,No,No,No,No,No,1
2674788,13-02-2012,01-10-2018,2422,Annual,0,Vapour Engineers,03-Dec-70,25,25,Rs. 2 - 5 Crore,Y,Manufacturer,Gujarat,30,0,0,21,5,0,0,0,0,0,0,0,214311.2,0,India,Yes,No,No,No,Yes,No,1
2674800,10-01-2011,01-10-2018,2821,Annual,0,Dreamz Automation Systems Private Limited,04-Dec-70,27,33,Rs. 10 - 25 Crore,Y,Manufacturer,Uttar Pradesh,158,42,2,339,124,66,63,50,0,3,0,0,245493.2,0,India,Yes,No,No,No,Yes,No,4
2674826,27-01-2011,01-10-2018,2804,Annual,0,AB Enterprises,05-Dec-70,41,27,Rs. 50 Lakh - 1 Crore,Y,Wholesale Trader,Maharashtra,2813,350,56,1042,572,915,456,443,0,4599,15,0,1128225.26,0,India,No,Yes,Yes,No,Yes,No,3
2674852,17-12-2010,01-10-2018,2845,Annual,0,K. B. Engineers,07-Dec-70,36,21,Rs. 5 - 10 Crore,Y,Manufacturer,Gujarat,329,9,0,102,40,5,5,0,0,0,3,0,269847.2,0,India,Yes,No,No,No,Yes,No,4
2675056,29-07-2010,01-10-2018,2986,Annual,0,Micro Engineering Works,08-Dec-70,29,18,Rs. 2 - 5 Crore,Y,Manufacturer,Tamil Nadu,837,273,9,2781,1253,1,1,0,0,0,13,0,2009707.32,0,India,No,Yes,No,No,Yes,No,4
2675503,23-05-2016,01-10-2018,861,Annual,0,Cyanon Polymers Private Limited,10-Dec-70,17,7,Rs. 2 - 5 Crore,N,Manufacturer,Delhi,1260,213,34,589,271,6,2,0,0,0,13,0,365124,0,Global,No,Yes,No,No,Yes,No,1
2675531,29-10-2012,01-10-2018,2163,Annual,0,Padmavati Ply Private Limited,11-Dec-70,5,9,Rs. 50 - 100 Crore,Y,Manufacturer,Telangana,980,25,3,1718,926,17,12,0,0,1,25,0,1906630.04,373065,India,No,Yes,Yes,No,Yes,Yes,1
2675613,12-03-2011,01-10-2018,2760,Annual,0,Santosh Electricals,12-Dec-70,184,148,Rs. 2 - 5 Crore,Y,Wholesale Supplier,Rajasthan,118,10,5,494,166,3,3,1,0,0,0,0,186518,0,Local,Yes,No,No,No,Yes,No,2
2675939,24-09-2014,01-10-2018,1468,Annual,0,Senso Foods Private Limited,14-Dec-70,320,37,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Gujarat,2907,342,29,3263,1335,85,83,1,0,9,25,0,1718115.01,252154,India,Yes,Yes,Yes,No,Yes,No,2
2676198,24-06-2015,01-10-2018,1195,Annual,0,S. R. Marine,16-Dec-70,247,95,Rs. 1 - 2 Crore,Y,Manufacturer,Maharashtra,1146,152,18,2193,963,91,81,0,0,0,23,0,666736,0,India,No,Yes,Yes,No,Yes,No,3
2676438,04-02-2012,01-10-2018,2431,Annual,0,RFI Creations,17-Dec-70,338,139,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Karnataka,295,2,1,1984,656,14,11,0,0,0,2,0,789472.28,97392,Local,No,No,No,No,Yes,No,4
2676517,23-02-2016,01-10-2018,951,Annual,0,Alpha Engineering & Equipments,18-Dec-70,14,14,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Tamil Nadu,654,191,51,3033,1702,298,295,97,0,0,8,0,771430.57,134756,India,No,Yes,No,No,Yes,No,1
2676526,02-05-2012,01-10-2018,2343,Annual,0,Mohan Instrumentation (india),19-Dec-70,27,49,Rs. 1 - 2 Crore,Y,Manufacturer,Haryana,200,0,0,144,45,12,11,1,0,0,2,0,230203.52,0,India,Yes,No,No,No,No,No,4
2676627,24-12-2010,01-10-2018,2838,Annual,0,P. C. Kannan & Co.,22-Dec-70,51,62,Rs. 100 - 500 Crore,Y,Manufacturer,Madhya Pradesh,1961,99,28,3273,1280,98,97,5,0,1110,1,0,1403098.01,120000,Global,No,Yes,No,No,Yes,No,2
2676740,10-12-2010,01-10-2018,2852,Annual,0,Ashok Enterprises,23-Dec-70,8,9,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,West Bengal,116,0,0,103,39,7,6,0,0,0,1,0,332845.75,109150,India,Yes,No,No,No,Yes,No,2
2676962,24-02-2018,01-10-2018,219,Annual,0,Met Weigh India Pvt Limited,25-Dec-70,20,11,Rs. 1 - 2 Crore,Y,Manufacturer,Telangana,290,56,17,167,57,32,28,2,0,1,1,0,179165.83,529.82,India,Yes,No,No,No,No,No,3
2677249,23-10-2017,01-10-2018,343,Annual,0,Y. S. Aqua Crops,27-Dec-70,9,11,Upto Rs. 50 Lakh,Y,Manufacturer,Chhattisgarh,90,40,7,863,423,53,51,2,0,4,3,0,26550,26550,India,Yes,No,No,No,No,No,3
2677771,29-05-2014,01-10-2018,1586,Annual,0,Shivanth Fibre Plast,30-Dec-70,52,63,Rs. 2 - 5 Crore,Y,Manufacturer,Telangana,109,0,0,242,51,2,2,0,0,0,2,0,247150,109150,India,Yes,No,No,No,No,No,2
2678228,01-12-2012,01-10-2018,2130,Annual,0,Shreeram Polymers,02-Jan-71,41,58,Rs. 5 - 10 Crore,Y,Exporter,Maharashtra,4573,602,103,4446,1822,6,6,1,0,0,26,0,1929763,1416,India,No,Yes,Yes,No,Yes,No,1
2678516,29-09-2016,01-10-2018,732,Monthly,0,Prosoft Automation,04-Jan-71,89,61,Upto Rs. 50 Lakh,Y,Manufacturer,Haryana,539,61,13,935,356,225,217,31,0,20,22,0,100250,14000,India,Yes,No,No,No,No,No,2
2678651,09-09-2016,01-10-2018,752,Annual,0,Shree Mahalaxmi Trade Links,05-Jan-71,15,16,Rs. 1 - 2 Crore,Y,Wholesale Trader,Maharashtra,258,70,12,308,151,4,4,0,0,0,5,0,80380.76,32450,Global,Yes,No,No,No,No,No,4
2679033,23-05-2016,01-10-2018,861,Annual,0,Nataraj Engineering Concern,06-Jan-71,27,34,Rs. 1 - 2 Crore,Y,Manufacturer,West Bengal,312,37,13,312,135,5,5,4,0,2,13,0,104714.11,71200,India,Yes,No,No,No,Yes,No,4
2679065,28-10-2010,01-10-2018,2895,Annual,0,Archana Extrusion Machinery Manufacturing,07-Jan-71,68,60,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Gujarat,6119,890,150,5778,2412,1255,1132,682,0,0,36,0,14842324.44,2776364,Global,No,Yes,Yes,Yes,Yes,No,1
2679089,11-05-2017,01-10-2018,508,Annual,0,Krishna Industries,08-Jan-71,37,35,Rs. 2 - 5 Crore,Y,Manufacturer,Uttar Pradesh,263,29,2,765,306,135,131,25,0,0,9,0,344416.01,0,India,No,Yes,No,No,Yes,No,1
2679672,13-01-2015,01-10-2018,1357,Annual,0,Shivam Electricals,10-Jan-71,16,15,Upto Rs. 50 Lakh,N,Manufacturer,Gujarat,224,0,0,246,103,12,11,0,0,0,12,1,89000,24000,India,Yes,No,No,No,No,No,4
2679822,08-07-2016,01-10-2018,815,Annual,0,S.G.G. Cement Product Private Limited,11-Jan-71,25,13,Rs. 10 - 25 Crore,Y,Manufacturer,Rajasthan,926,120,24,482,211,69,62,35,0,0,29,0,149539,0,Local,Yes,No,No,No,Yes,No,1
2679874,30-11-2010,01-10-2018,2862,Annual,0,Concept Deesign Technology,12-Jan-71,155,60,Rs. 2 - 5 Crore,Y,Manufacturer,Delhi,430,0,0,980,264,2,2,0,0,0,3,0,3249199.14,0,India,No,Yes,Yes,No,Yes,No,4
2680006,04-07-2011,01-10-2018,2646,Annual,0,Hug Techno Plast,14-Jan-71,8,4,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Gujarat,60,2,0,99,40,5,5,0,0,0,0,0,252226.25,0,India,Yes,No,No,No,Yes,No,4
2680031,16-10-2015,01-10-2018,1081,Annual,0,Aanal Magnetic Industries,15-Jan-71,23,23,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Gujarat,322,26,4,148,71,3,3,1,0,4,2,0,133296,24000,India,No,No,No,No,Yes,No,2
2680164,24-12-2010,01-10-2018,2838,Annual,0,Balaji Trading Company,16-Jan-71,27,8,Rs. 2 - 5 Crore,Y,Manufacturer,Tamil Nadu,217,5,0,1339,524,3,3,0,0,0,0,0,606711.6,177000,Local,No,Yes,No,No,Yes,No,1
2680177,08-10-2013,01-10-2018,1819,Annual,0,Tulsi Agro Engi Mech Private Limited,17-Jan-71,71,43,Rs. 10 - 25 Crore,Y,Manufacturer,Gujarat,3400,603,96,7283,2489,668,620,17,494,3836,48,0,4476743.24,3380000,Global,No,Yes,Yes,Yes,Yes,No,1
2680257,10-01-2013,01-10-2018,2090,Annual,0,Yogeshwar Engineering Works,18-Jan-71,13,12,Upto Rs. 50 Lakh,Y,Manufacturer,Gujarat,107,0,0,41,14,11,9,5,0,0,0,0,199313.2,79650,India,Yes,No,No,No,No,No,3
2680712,28-01-2016,01-10-2018,977,Annual,0,Addya Electronics,21-Jan-71,38,35,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Delhi,776,130,8,879,479,499,418,18,1,1,15,0,514000.01,0,Local,Yes,Yes,No,No,Yes,No,4
2681178,17-12-2010,01-10-2018,2845,Annual,0,Cloth Sticks (Division Of Kaghaz Subh Vanejy),22-Jan-71,38,24,Rs. 2 - 5 Crore,Y,Manufacturer,Tamil Nadu,204,2,0,280,66,4,4,0,0,0,5,0,195772.87,26550,India,Yes,No,No,No,No,No,2
2681866,13-05-2015,01-10-2018,1237,Annual,0,Infra Systems,25-Jan-71,32,28,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Maharashtra,291,20,2,113,53,8,8,1,0,0,1,0,112972,0,India,Yes,No,No,No,No,No,3
2682068,23-07-2018,01-10-2018,70,Annual,0,Eagle Osteon Technologies,26-Jan-71,27,7,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Tamil Nadu,183,20,6,164,78,49,45,5,2,783,7,3,94500,33500,Global,Yes,No,No,No,No,No,1
2682116,13-01-2017,01-10-2018,626,Annual,0,Navin Cable Ways,27-Jan-71,16,9,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Himachal Pradesh,258,22,1,397,163,21,17,2,0,2,6,0,76550,26550,India,Yes,No,No,No,No,No,2
2682184,29-01-2016,01-10-2018,976,Annual,0,Electro Mec Machinery Manufacturers Private Limited,28-Jan-71,33,29,Rs. 1 - 2 Crore,Y,Manufacturer,Tamil Nadu,1827,532,82,2518,1228,3,3,1,1,1,14,0,632715,59000,Global,No,Yes,Yes,No,Yes,No,1
2682303,01-09-2013,01-10-2018,1856,Annual,0,Pure Line Foods Private Limited,29-Jan-71,92,60,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Rajasthan,1235,95,21,1980,787,52,50,30,1,0,2,0,146000.01,0,India,No,No,No,No,Yes,No,3
2682469,15-01-2016,01-10-2018,990,Annual,0,V Tex Industries,30-Jan-71,25,18,Rs. 2 - 5 Crore,Y,Manufacturer,Maharashtra,69,11,0,166,153,26,24,5,0,0,16,1,474644.5,38916,India,Yes,No,No,No,No,No,3
2683020,24-08-2016,01-10-2018,768,Annual,0,Shi Instruments Private Limited,02-Feb-71,17,6,Rs. 1 - 2 Crore,Y,Wholesale Trader,Delhi,1191,150,26,781,316,130,129,25,5,0,9,0,282070.6,11800,India,Yes,Yes,No,No,Yes,No,4
2683023,05-08-2016,01-10-2018,787,Annual,0,Universal Traders,03-Feb-71,22,20,Rs. 1 - 2 Crore,Y,Manufacturer,Tamil Nadu,405,72,29,432,190,62,55,17,18,120,13,0,302100.03,0,Local,No,Yes,Yes,No,Yes,No,3
2683083,07-11-2014,01-10-2018,1424,Annual,0,Tirupati Packing,04-Feb-71,38,42,Rs. 2 - 5 Crore,Y,Manufacturer,Maharashtra,207,3,0,98,17,5,5,4,0,0,1,0,78000,0,Local,Yes,No,No,No,No,No,4
2683126,28-08-2015,01-10-2018,1130,Annual,0,S.K. Engineering,05-Feb-71,14,9,Rs. 2 - 5 Crore,Y,Manufacturer,Delhi,1739,130,2,430,181,1155,1102,81,0,86,11,0,375002,0,India,No,No,No,No,Yes,No,3
2683852,21-06-2013,01-10-2018,1928,Annual,0,Arun Food Consultants,06-Feb-71,23,25,Rs. 50 Lakh - 1 Crore,Y,Wholesaler,Uttar Pradesh,11,0,0,594,282,2,1,0,0,0,3,0,147719.2,0,Global,Yes,No,No,No,No,No,1
2684188,21-03-2013,01-10-2018,2020,Annual,0,Econetting Enterprises Private Limited,08-Feb-71,121,109,Rs. 10 - 25 Crore,Y,Manufacturer,Maharashtra,3991,552,84,6572,2452,4591,3972,708,7,1,36,0,2551353,1040760,India,No,Yes,Yes,No,Yes,No,2
2684344,19-11-2010,01-10-2018,2873,Annual,0,Gsc Fashion Fabrics,10-Feb-71,10,9,Rs. 50 Lakh - 1 Crore,N,Exporter,Gujarat,50,0,0,188,60,13,12,0,0,0,5,0,194789.5,0,India,Yes,No,No,No,No,No,4
2684352,06-07-2017,01-10-2018,452,Annual,0,Super Valve Corporation,11-Feb-71,27,28,Upto Rs. 50 Lakh,Y,Manufacturer,West Bengal,262,80,6,252,123,105,100,49,0,0,9,0,75855.64,39500,India,Yes,No,No,No,No,No,4
2684517,05-11-2015,01-10-2018,1061,Annual,0,Shree Kailash Grain Mills Private Limited,12-Feb-71,11,5,Rs. 100 - 500 Crore,Y,Manufacturer,Madhya Pradesh,160,0,0,523,172,13,12,8,0,0,9,0,107000,0,India,Yes,No,No,No,Yes,No,4
2684814,16-06-2011,01-10-2018,2664,Annual,0,Septechnik Engineers,13-Feb-71,7,3,Rs. 2 - 5 Crore,Y,Manufacturer,Gujarat,472,1,0,72,23,82,78,0,0,34,3,0,1162813.21,559320,Foreign,No,Yes,Yes,No,Yes,No,2
2684825,10-11-2010,01-10-2018,2882,Annual,0,Xpertpack Transport Packaging Pvt. Ltd.,14-Feb-71,24,38,Rs. 10 - 25 Crore,Y,Manufacturer,Haryana,10,0,0,123,31,41,39,0,0,0,3,0,222487.2,0,Local,Yes,No,No,No,No,No,1
2685128,28-06-2018,01-10-2018,95,Annual,0,Annamani Air Equipments,16-Feb-71,21,15,Rs. 1 - 2 Crore,Y,Manufacturer,Tamil Nadu,12,12,0,222,213,10,10,10,1,0,0,0,29500,29500,India,Yes,No,No,No,No,No,1
2685463,13-01-2015,01-10-2018,1357,Annual,0,Ramu Machinery Private Limited,18-Feb-71,53,34,Rs. 10 - 25 Crore,Y,Manufacturer,Karnataka,230,0,0,1839,662,31,30,0,0,0,3,0,93000,0,India,Yes,No,No,No,No,No,1
2685494,28-02-2013,01-10-2018,2041,Annual,0,Lotus Ozone Tech Private Limited,19-Feb-71,16,8,Rs. 5 - 10 Crore,Y,Manufacturer,Tamil Nadu,650,39,9,101,53,21,21,7,0,0,6,0,2169457.61,0,India,No,Yes,No,No,Yes,No,4
2685969,21-03-2011,01-10-2018,2751,Annual,0,Kovai Designs,21-Feb-71,15,9,Rs. 50 Lakh - 1 Crore,Y,Exporter,Tamil Nadu,49,0,0,256,107,0,0,0,0,0,3,0,187193.2,29500,India,Yes,No,No,No,No,No,4
2686376,16-08-2011,01-10-2018,2603,Annual,0,Sri Ragavendra Minerals,22-Feb-71,10,7,Rs. 10 - 25 Crore,Y,Manufacturer,Tamil Nadu,68,4,0,367,118,44,42,3,0,1,6,0,872085.75,0,India,No,Yes,No,No,Yes,No,3
2686926,17-08-2016,01-10-2018,775,Annual,0,Meghna Concare,24-Feb-71,15,11,Rs. 50 Lakh - 1 Crore,N,Service Provider,Maharashtra,104,13,0,117,49,19,14,3,0,0,13,0,87016.35,74000,Local,Yes,No,No,No,No,No,3
2687172,11-07-2018,01-10-2018,82,Annual,0,Fortuna Office Automation,26-Feb-71,4,5,Rs. 2 - 5 Crore,Y,Wholesaler,Karnataka,37,27,12,559,546,59,54,54,1,0,2,0,29500,29500,India,Yes,No,No,No,No,No,4
2687455,07-08-2013,01-10-2018,1881,Annual,0,Perfect Services & Sales Corporation,27-Feb-71,44,69,Rs. 1 - 2 Crore,Y,Exporter,Haryana,1912,194,62,1146,491,16,16,8,0,129,14,0,1550445.21,0,Global,No,Yes,Yes,No,Yes,No,4
2687843,16-01-2012,01-10-2018,2450,Annual,0,Excel Plants & Equipment Private Limited,28-Feb-71,27,34,Rs. 50 - 100 Crore,Y,Exporter,Maharashtra,2534,240,23,1123,397,1,1,0,0,0,2,0,2985874.7,1135549,Global,No,No,Yes,No,Yes,Yes,1
2687983,12-04-2013,01-10-2018,1998,Annual,0,Patel Plast Pvt. Ltd.,01-Mar-71,43,40,Rs. 5 - 10 Crore,Y,Manufacturer,Gujarat,95,5,2,545,207,47,45,0,0,0,2,0,227175.01,0,Local,Yes,No,No,No,Yes,No,3
2688001,31-03-2016,01-10-2018,914,Annual,0,Fujifilm Sonosite India Private Limited,02-Mar-71,14,13,Rs. 25 - 50 Crore,Y,Wholesale Trader,Haryana,566,159,22,1552,752,2,2,1,0,0,6,0,111342.33,74800,India,Yes,No,No,No,Yes,No,3
2688047,11-02-2015,01-10-2018,1328,Annual,0,Panamax Tapes International,03-Mar-71,57,53,Rs. 10 - 25 Crore,Y,Manufacturer,Delhi,250,33,12,295,100,11,11,3,0,0,6,0,177221,71200,India,Yes,No,No,No,No,No,2
2688107,26-12-2011,01-10-2018,2471,Annual,0,Vertex Safety Products Private Limited,04-Mar-71,39,56,Rs. 5 - 10 Crore,Y,Manufacturer,Maharashtra,2103,138,0,1391,599,607,521,109,0,48,10,0,2760964.25,165200,India,No,Yes,Yes,No,Yes,No,1
2688544,26-12-2013,01-10-2018,1740,Annual,0,Shree Ram Kitchen Appliances Private Limited,05-Mar-71,64,43,Rs. 2 - 5 Crore,Y,Manufacturer,Gujarat,1713,323,52,2683,1287,213,171,25,0,3,13,0,1169226.5,926532,India,Yes,Yes,Yes,No,Yes,No,1
2689171,03-05-2016,01-10-2018,881,Annual,0,Amazing Olizo Range,06-Mar-71,30,50,Rs. 10 - 25 Crore,Y,Manufacturer,Delhi,2537,299,38,1794,812,168,152,8,0,6,41,0,2223355.22,495600,Local,No,Yes,No,No,Yes,No,3
2689359,14-11-2013,01-10-2018,1782,Annual,0,Sneh Enterprise,10-Mar-71,116,94,Upto Rs. 50 Lakh,Y,Manufacturer,Gujarat,341,39,7,396,198,311,286,28,0,0,6,0,198650.01,0,India,Yes,No,No,No,No,No,1
2689418,10-04-2012,01-10-2018,2365,Annual,0,Panchal Electro Fabricators,11-Mar-71,17,17,Rs. 50 Lakh - 1 Crore,Y,Fabricators,Gujarat,205,10,2,79,41,77,68,14,0,0,3,0,240442,0,Local,Yes,No,No,No,Yes,No,4
2689811,07-06-2014,01-10-2018,1577,Annual,0,M/s. S. Viswanatham Chetty,13-Mar-71,145,135,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Tamil Nadu,209,28,0,1679,537,252,224,35,0,0,6,0,541972,390111,India,No,Yes,No,No,Yes,No,2
2689814,12-09-2015,01-10-2018,1115,Annual,0,Akshar Industries,14-Mar-71,89,35,Rs. 2 - 5 Crore,Y,Manufacturer,Gujarat,480,117,51,1368,697,1964,1040,514,0,0,5,0,173626,99751,Local,Yes,No,No,No,No,No,4
2690008,19-09-2013,01-10-2018,1838,Annual,0,Vardhman Minerals,15-Mar-71,11,12,Rs. 2 - 5 Crore,Y,Manufacturer,Rajasthan,199,0,0,161,46,16,16,0,0,0,23,0,164493,0,India,No,No,No,No,No,No,4
2690414,30-07-2011,01-10-2018,2620,Annual,0,Everest Sales Corporation,17-Mar-71,355,130,Rs. 2 - 5 Crore,Y,Manufacturer,Delhi,35,0,0,2793,1276,27,21,0,0,0,3,0,245365.4,0,India,Yes,No,No,No,No,No,3
2690440,14-09-2011,01-10-2018,2574,Annual,0,C.P. Marketing Inc.,18-Mar-71,60,25,Rs. 5 - 10 Crore,Y,Manufacturer,Delhi,312,30,5,859,308,22,22,3,0,0,0,0,220611.21,0,India,Yes,No,No,No,No,No,1
2690456,23-11-2010,01-10-2018,2869,Annual,0,Potent Water Care Private Limited,19-Mar-71,377,196,Rs. 10 - 25 Crore,Y,Wholesale Distributor,Delhi,4906,583,97,5212,1999,4,4,0,1,453,45,0,35790719.42,2372835,India,No,Yes,Yes,Yes,Yes,No,1
2690465,25-01-2011,01-10-2018,2806,Annual,0,Amega Enterprises,20-Mar-71,21,17,Rs. 2 - 5 Crore,Y,Manufacturer,Delhi,17,0,0,226,91,38,37,2,0,0,0,0,216137.21,79650,India,Yes,No,No,No,No,No,4
2690925,27-02-2015,01-10-2018,1312,Annual,0,Tuttsan Pharma Pvt. Ltd.,22-Mar-71,121,120,Rs. 5 - 10 Crore,Y,Manufacturer,Gujarat,1654,176,21,2503,1297,312,258,13,0,0,14,0,1561742,1196242,Global,Yes,No,Yes,No,Yes,No,4
2691706,14-07-2018,01-10-2018,79,Annual,0,Sanjay Engg. & Die Casting,25-Mar-71,30,18,Rs. 1 - 2 Crore,Y,Manufacturer,Delhi,11,11,1,15,13,7,7,3,0,1,2,0,29500,29500,India,Yes,No,No,No,No,No,2
2691799,25-03-2011,01-10-2018,2747,Annual,0,Riddhi Enterprise,26-Mar-71,133,95,Rs. 5 - 10 Crore,Y,Manufacturer,Maharashtra,421,27,9,3066,1147,9,9,1,0,22,20,0,2836991.1,398840,India,No,Yes,Yes,Yes,Yes,No,2
2691805,06-01-2012,01-10-2018,2460,Annual,0,Precision Drawell Private Limited,27-Mar-71,22,21,Rs. 100 - 500 Crore,Y,Manufacturer,Maharashtra,313,14,1,1015,294,7,6,0,0,0,1,0,216951.2,26550,Global,Yes,No,No,No,No,No,4
2691933,27-12-2010,01-10-2018,2835,Annual,0,Hi-Tech Mills Equipments Pvt. Ltd,29-Mar-71,10,10,Rs. 2 - 5 Crore,Y,Manufacturer,Uttar Pradesh,109,0,0,135,38,0,0,0,0,0,3,0,231758.52,0,India,Yes,No,No,No,Yes,No,2
2691969,09-11-2010,01-10-2018,2883,Annual,0,Marshal Engineering Corporation,30-Mar-71,7,9,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Maharashtra,44,0,0,54,28,5,5,0,0,0,2,0,643765.94,0,India,No,Yes,No,No,Yes,No,1
2692024,19-04-2018,01-10-2018,165,Annual,0,Electro Ads,31-Mar-71,19,23,Rs. 2 - 5 Crore,Y,Manufacturer,Madhya Pradesh,104,0,0,196,74,18,17,0,0,0,7,0,663487.64,39600,India,Yes,No,No,No,Yes,No,3
2692096,19-06-2012,01-10-2018,2295,Annual,0,Innovac Machineries Inc,02-Apr-71,69,68,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Tamil Nadu,847,93,8,1576,674,19,16,0,1,0,10,0,248194.21,0,Global,Yes,No,No,No,Yes,No,1
2692316,26-08-2011,01-10-2018,2593,Annual,0,Good Luck Gasket Industries,06-Apr-71,20,10,Rs. 50 Lakh - 1 Crore,Y,Manufacturer,Delhi,54,9,1,131,66,3,3,0,0,0,3,0,204726.25,0,India,Yes,No,No,No,Yes,No,2
2692333,19-11-2010,01-10-2018,2873,Annual,0,Capri Akvotech Systems Private Limited,07-Apr-71,19,21,Rs. 2 - 5 Crore,Y,Wholesale Distributor,Tamil Nadu,186,41,7,188,62,66,61,9,0,0,12,0,200000.46,32450,India,Yes,No,No,No,No,No,1
2692342,29-12-2010,01-10-2018,2833,Annual,0,Enco Tools & Equipments,08-Apr-71,57,65,Rs. 10 - 25 Crore,Y,Wholesale Supplier,Maharashtra,6,4,0,131,45,0,0,0,0,0,2,0,183140.21,26550,India,Yes,No,No,No,No,No,1
2692522,27-08-2016,01-10-2018,765,Annual,0,Kovai Engineering Works Private Limited,10-Apr-71,22,19,Rs. 5 - 10 Crore,Y,Manufacturer,Tamil Nadu,2153,335,34,4600,1887,10,9,3,0,0,11,0,532249.05,0,India,No,Yes,Yes,No,Yes,No,1
2692532,17-03-2017,01-10-2018,563,Annual,0,Chawla Water Treatment Services,11-Apr-71,25,35,Rs. 1 - 2 Crore,Y,Manufacturer,Punjab,180,24,2,306,134,64,64,0,0,0,4,0,54500,29500,Local,Yes,No,No,No,No,No,4
2692819,03-08-2017,01-10-2018,424,Annual,0,Prajwal Surgicals & Scientifics,12-Apr-71,55,74,Rs. 10 - 25 Crore,Y,Wholesale Trader,Karnataka,44,14,8,691,227,100,84,57,12,4,5,0,56050,29500,India,Yes,No,No,No,No,No,3
2693237,19-02-2018,01-10-2018,224,Annual,0,Salvific Safety Solutions Private Limited,13-Apr-71,47,66,Upto Rs. 50 Lakh,Y,Wholesale Trader,Tamil Nadu,132,47,8,339,156,30,27,2,0,0,0,0,29500,29500,India,Yes,No,No,No,No,No,2
2693397,03-01-2011,01-10-2018,2828,Annual,0,Omm Seals & Hydraulics,15-Apr-71,57,54,Rs. 1 - 2 Crore,Y,Manufacturer,West Bengal,1372,154,22,837,392,213,210,97,4,0,3,0,281355.2,0,India,Yes,No,No,No,Yes,No,4
